0.5,2.0,3.0,4.0,6.0,8.0,10.0
34,2,1,0,0,0,0
143,150,37,13,0,0,0
78,176,121,21,1,0,0
16,36,17,18,15,1,0
2,4,9,29,57,0,0
0,4,1,22,25,0,0
0,4,0,7,15,3,0
1,3,0,10,27,5,2
1,0,0,17,31,4,6
0,0,0,8,10,3,12
0,0,0,2,3,2,5
0,0,0,6,3,3,8
0,0,0,10,2,4,2
0,0,0,0,1,3,4
0,0,0,1,1,1,4
0,0,0,0,1,1,3
0,0,0,0,0,2,2
0,0,0,0,0,0,3
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,4,0,0
0,0,0,0,6,0,1
0,0,0,0,4,0,0
0,0,0,1,0,0,0
0,0,0,0,0,0,2
0,0,0,1,0,0,0
0,0,0,1,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,1,0
